Form A Key:	100.0	ADAADADDDACBCABBCBBCBABBBBDBBBAADDADABBBCCAABDADDBCABCCBBACADDABCBDABBDCDACBCCACDBAADDACBDBCBDCBDCDAABADADCABBABBACBCCBDBDCDDABAAACCDDADAABABBBCACCBBDDBACCDCCBBCDCABAAACDBBACADDADABAADDACAACABACCDDDBB
Form B Key:	100.0	CCCDCCAABBBDBBADACCBABDADCCDAACBCBBBDCDADACDACBCCDDDCAAACCABCACCDCCCDDCBBDBABDCAAACDCADDAAADCABCCBBCBACCDAADDDDDDBBCDACBCBAACDCBCCBDBBCBBBADDAADBBACAABCDADABAACDCDBDCCDACAACDBBABBDACCCADDDBDDADABACBAD
A	JERRY GILCHRIST:	80.0	AAACBADDDBDBCABACBBBBAABBBDBDBAADCADABBBCCAACAADDBCAACABBACADDABBBDACBDCDABBCCACABAADDACBBDCCDCBDCDAABADABCABBACBCCBCCBCBBCDDABCAACBDDAACADCBBBCDACBCDDBACCCCCCBDDCDBAAACDBBACADDADABAADDACAACABADCDDDBB
B	ROSALINDA ELLIOTT:	94.5	CCCDCCAACBBDBBADACCBABDADCCDAACCCBBBBCDADACBACBCCDDDDAAACCABCACCDCCCDDCBBDBABDCAAABDCACDBAADCABCCBBCBACCDAADDDDDABBCDAABCBAACDCBCCBDBBCBBBADDAADBBACAABDDADABAACDCDBDCCDACAACDBBABBDACCCADDDBDDADABACBAD
A	ANTOINE BUSBY:	93.0	ADAADCBDDACBCABBCBBCBABBBBABBBAADDADABBBCCAABDAADCCABCABBCCADDABCBDABADCDACBCCACDBAADCACBDBCBDCBDCDAABADADCABBABBABBCCBDBDCDDABAAACCDDADAABABBBCACCBBDDDACCDCCBBCDCABAAACDBBACBDDADACAADDBCAACABACCDDDBB
B	GRETA CORTEZ:	82.0	CCCDCCAABBCDBCBDCCCBAADADCCDAACDBBBBDCDADACDBCBACDDDCACACCABCADDBCDBDDCBBDBABCCAAACDCADCAAADCABDCBBCBDCCDAADDDBDDBDCDACBCBCACDCBCCBDABCBCBAADAADCBBCAADCDADABAAADCDBDCCDACAABDBBBBADACCCDDDDCBDBDABACBAD
A	THELMA TIMMONS:	94.5	ADAADADDDAABCABBCBBCBABBBBDBBBAADDADABBBCCACBDADDBCABCCBBACDDDAACBDABBDCDACBCCACABADDDACBDBABDCBDCDAABADADCABBABBACBCCBDBDCDDABAAACCDDAAAABABBBCACCBBDDBACCDCCBBCDCABAAACDBBACADCADABAADDACCACABACCADDBB
B	ZACHERY SAMUEL:	83.5	ACCDCDAABBDBBBABBCCBABAADCCDAACBCBBCDCDADACBACBCCDDDCAAACCABCACCDCCCDDDBBDBABDBAAABBCAADAAADCABCCBBCBACCDAADDBDDABBCDACBCAAACACBCCDDBBCACBADDAAABDACAAACDADACAACDCDBDCCDACAACDBBDBBCACBCADDDBDBABCBACCBD
A	REBA SCARBROUGH:	83.0	ADAADADDDACBCBCBCABCBABBBCBBBBAADDABABDBCCAABDDDCBCABCCBBACADCBBCBDDBBDCDACDCCACDBAADDADBDBCDDCBCCDAABADADCADBCBBACBCCBDBDCDAADAAACCDDDDAABABBBCACCDCDDBACCDACBCCDCABACACDCBACBDDADABADCDACAACBBABCDDDDC
B	ARTURO PARISH:	54.5	BDBDCCAABBBABBACADCBACDADCBDBCCACBDBDADBADACACBCBDBDCDBABCBBCABDDACCDCADBDDADAAAAAABCBADACCDBBCCCBBBDADDADADDCDBABABBBBBDBAADDABBCBDBBCBBBADDADDBBCACDBCAABADADCDCDBDCDCCCACDACBABADABCCDBACBCDBCDACCADD
A	CHAD HUANG:	53.5	BDAADBDDCABACCBACBBCCADCBBDBCDABADADACBBCCCDBABAADCCBCCCCACCACAADBBABADCDCCBCCACDBDCABCCCCCCCCCCDABAABCBACAABBABACCBBBCDBADDAADAAACCADADABBBACBCADDBBCCDABBBCBDBCCBBADAADCDBACABDCCCAAADDABAADABACDDBBBD
B	CORINE WILCOX:	56.5	CCBDACDDBBBCADCDCCCACBDACCCDACBACCABDCBBDADCABACADADCAACCCCBBDBCADDCDDCDCDBABDDCADCDAADCAACDDACCCBDCBACADAABCDBCDBAADACBCAAACDCACCDDABABCCABDCBDBDAACABDDCBABDABDDCBCACDABACCDBBCACCACDCDDBADDDADBBACCAA
A	CECELIA SAWYERS:	56.0	ADCADDDABBCCBAABCADCABBBBBBACBCDDDAAABBBCCAABDADCBABCCABCCCDDCABCBDADAACCADBCBADDDACDAACBDAAADCCACBAADDCABCCDDDCBBACCDBDBBBCDABAAACADDCBDCBABBBCACABBDABADDDCCBBADCABBCABDDBACCDABDABDBDDBCCBCCDBCACDBCB
B	TYSON LUNDY:	84.5	CCCDCCAABBBDABADACCBABAADCCDAACBCBBBDADADADDDCBCCDDDCAAACCABBACCDACCDCCBCDBABDCABACDCADDAAADCAACCBBABACCDAADDDADCBBCDACBABAAADCBCCBDAACBBBADDDADCDACDABCBADABAACDCDBDBCBACACCDBBBBBCCCCBADDBBDDADABACBAD
A	TERRY FLAHERTY:	89.5	ADDAAADDDACDCABBCBBCBABCBBDBBBAADDADABBBCCAABDADDBCABCCBAACADDABCBDABBDCDACBCBACDBACDDDCDDBCBDCBDCDAABADACCABDABBAABCCBDBDCDAABAAACCDDADAABABBBCDCCBBDBBACCDCCBBCDCABCADCCDBACADDADABDADDACAACABAACDDDBB
B	JOAQUIN DUFF:	78.5	CCDDCCAABBBDBBADCCABABDACACDCACBCBBBDCDADCCDACBCCDBDCAAACCDBADAADCCCDDBBADBABCCAAADDCDDDAAABCDBCCBDABACCDAADADDDBBCCDACCCCACDDCBCCBDBBCBBBDDDACDBBACAABCDBDABAACDCDBDCBDACAACDBBADBDACCCDBCDDBDACADCCBBD
A	KIMBERLEY FIELDS:	87.5	ADDADADDDACBCABDCBBCBABBBADDBBAADDACABBBCCAABDADDBCABCCBBACADDABCCDABBACDABBCCABDBAABDACBDBCDDCBDCDAABADADCABBABBACBCCBDBDCBDDBAACCADDADAACABBBCACCDBDABACCDCDBAADCACAAACDBBAAADDADABAADCACAACABADCDDDBB
B	LOUISE BOLT:	69.5	CCBDCCACBBBDBBADACCBABAADCBDAACACDDBDADACDCDACBBDCDAAAAAACBCBACCDCCBDDCDCDBAADBABACDCBDDAABACACCABBCBACADAADDBDDAACCBCCBCBDACCCBCBBBBBCABBCDCCBDBBACCACBDBABDACCDCDBDCCDACAACDBBAAACACDCADDBBDDCDABCCBAD
A	SIERRA VALDEZ:	93.5	ADAADADDDACBCABDCBBCBABBBBDBBBAADDADABBBCCAABDDDDCCABDDBBACADDABCBDABBDCDACBCCACDBAADDACBDBCBDCBDCDAABADADCABCABBACBCCBDBDCDDABBAACCDBADAABABBBCACCBBDDBACCCCCBBCDCABADACDBBACADDADABAADDACBBCABACCDDDAB
B	JADE SWEENEY:	65.5	CCABCCCABCCABBABBCCBABDADCCDAACBDCBDDDDDBACDABDCCADDCDDADCABCBBCDCAAADCBDCBADDCDAACDCDADAAADCAAACBACBAACACBDCDDDDCBBDACBDBAACDCBCCBADBCBBDAADAADBBACAAAABCBADACCDADDDCDDDCACCBDCAABDADCCCDDDBBDADCBACDDA
A	DANIEL DABNEY:	88.5	ADAADADDDACBCABBCBBCBABBBCCABAAADDADABBBCCAABDADBABABCCBAACADBABCBDACBDCDADBCCACDBAADDACBDBCBDCBDCDACBADADCABBDBBCCBCCBDBDCDDAAAAAACDDADAABABBBCBACBBDBBACCDCCBBCDCABAAACDBCDCADDADABABDDACAACABACCDADBB
B	LORRIE HUERTA:	91.5	CCCDCCDABBBDBBADADCBABDADCCDAACBCBABDCDADACDCCBDDDDDCAAACCAACACCDACCDDCBBDBABDCADACDCCDDAAADCABCCBBBBCCCDAADDDDDDBBCDACBCBAACDCBCCBDBBCCBBADDAADBBACAADCDADABAACDCDBDCCDBCAAADBBABBDACCCADDDBDDADCBACBAD
A	TANISHA JULIAN:	93.0	AAAADADDDACBCABCCBBCBABABBDBBBAADDADABBBCCAACDADDBCABCCBBACADDABCDBABBDCDACBCCACDDAADBACBDBCBDCBDCDAABADADCABBABBACBCCBDBDCDDABAAACCBDADAABABBBCACCBBDDBACCDCCBBCDCDBCAACDBBBCADDADABAADDACADCABACCDDDAB
B	JEANNE BOUDREAU:	68.5	CCDDCCCBCCBDBBADDCCAABDADCCDCCCBDBDBDBDDDAAAACBCADDACCAAACADCCDCDCCCADDBBABCBDDAAACBCBDDBAAACDDCCCACBBCCDAADDDDDDBBCDDCBCBAABDBDCCADCBDBBBADDACDCBACADBCDCBAABADDBDDDCADACAACCBBAAADBCCCACBCBDDADABBCBDD
A	LAKISHA KEYS:	73.5	ADAABADDDACBCAABBBACBBBBBBCBCAAADDCDABBCCCAABDADBDCABCABAADABDABCABDBCDCDDBBCCACDAAABDACBCBCBBAADCDAACADDBCACBABBACBCCDDBCCDCABBACCCDDDCAABABBBCBBBBCDDBACCDCCBBCCCABADDCDBBBCADAADADADBDACAABABACCDADBB
B	MAGGIE BULLOCK:	84.0	CCCBCCAABBBDBBADACCBADDADCCDAACBCBBADCCBDBCDBCBCCBDDCAAACCABCABCDCCCDDCABDBABDCAAACDCACDAAADCABCCBBDBADCDAAACDDDDBBCDACBCADDCDCBBCBDCBCCDBABDCADBBACAABDDADABAACDCDBDCCDACADCDBBABBDAACDABDDBDDAAABABBAA
A	STEPHANIE COUCH:	64.5	BDAABABACCBBCABBCBABBABDBBBBABAADCAAACBBBCDABCADDDDABCCABACADCACCBDDCABCABCBCCDCDCAABCBCADBCBDCADCDACBABADCACDABBACBCCBBBBBDDACAAADCDDCDDBBBABBCBACABAACDCCDCCBCBDCABAADCAABCCBDDADCBBACDACACCCDACCDDDDB
B	ANGELINE BLOUNT:	58.5	CCCBCCAABBCDACADACCCBDADDCCDBACDBBBDDCDADCDBDCBCCADBDAACACAABCCBAABBDADBBCBACDBDAABBCCDCAADDBCBACBBCBAABDACADDDDABAADACBCACBCDCCACADBBCCBBACDDCCBBACACADAADABACCDCDABCADABCACDBABBDCABBCADDDDDDADCBADBBB
A	ARACELI GRISWOLD:	71.0	CBABDADDACABCCBACBDBBAABBCDCBBBCDDADABBBABABADADDBAABCCBBACADDDBBBDBBBDADACBCDACDBDDDAADBCBBBDCBCCDAABADADCBBCABBAABCCBDBACDDACAAAACBDADDDBABBBAACABBCDBACCDCCBBCBCACACDBDBBAAABDADADADACACAABABACCCDDAB
B	SIERRA VANN:	59.5	CCADBCBCBBBBABCDACBBABADBCCBDACBCBBBDCDADBDBACBADADCABADCCACCACDDDDADDCBBDBCBDBAACDDBCCDABADAACDCAADDACCDDADADDCCDBDDDBBCBCADADDCCADBCCDDAADDABCCCBCACBCDADABAACDCABDCCDCBAACDDCACBDACCAADDCBDBADACCBDAC
A	JACK JORDAN:	85.0	ADAADDDCDDCCCABBCBCCBABBBBDBBBAADDADABBBCCACBDADDBCCCCCBBACADDABCADABBDCDDCCACACDBCADDACCDBCBDCBDBDACDADADCABBBBBACBCCBDBDCDDABAAACCDDADDDBABBBCACCBBDDBACDDCCBBDDCABBAACDBBACACDADABDACDACAACABBCBBDDDB
B	DANIAL CHAU:	83.0	CCCDCCAABBDDCBADABABABDADCCDAAAACBBBDCBADACDACBDADDBCAAACCABCACCDBCAADCBCDBABACACACDCADDAAADCABCCBBCAABCDAADDDDDDBCCDACBDBAACDABCCBDABDDBAAADAADBBACAABCDADABBACDCDBDCCDDCCACDBBABBBADCCADDDBDDADAAACCAB
A	EDMOND HORSLEY:	80.5	ADDADADDBACBCABBCBCCBDDCBBDDBBACDDACABBCCCAABDCDDBCABCABBACACCCBCBDABBDCDDCBCCBADBAADDADADBCBDCBDCDAABDDADCABBABCABBCCBDBDCDDACAAADDDDADAABABBBCACCABCADBCCACCBBCDCCCAACCABAACACDADDBAADDACAACABACCDDDBB
B	HOUSTON HARBIN:	84.5	CCCDCCAABBDDBBADACABABDADDCDAACACBBBDCDADBCDACBCCCADCACDCCAACACACCCCDDDBBDBABDCAAACACADDAAAACDDDCBBCBACCDAADDDDDDBBCDDCDCBAACDCBCABDBBCBBBADDAADBAABAABCDADABADDDCDBDDCBACDACDBBABBDACCDADDDBCDBDABACBAD
A	LISA LIVELY:	59.0	ACABDADDDBDAAABBCBCCDABBCBDBABACDADDABABCAAABACDDADABCABBACADDCBABCDCBDBABCBCCACBADDBDADBCDCBDDBDCDAABBDADAABBABBADDDAADACBACBCBADCCDDACAAAABBBBABBCBABAABCBCABBCDCCDAACCDCBABADDCCACAADACAACAACACCDDCCA
B	WOODROW GARNER:	61.0	CDACCCDDBCBDBBDDACDCDACACCCDAACCCBBCCBDADADDABBCCBDCDAAAABABCADBCCDCDDCBCCBABDCAAACBCADCADAACBBCCBDDBCCCDDCDDDDBDCCAADCABAAADDBDCADBBCCBBCACBAADBBACABBCAADCBADCCCCDDCCCACDDDDDDABADACCADBDDBDDADDBCCBAD
A	CHRISTINA DICKSON:	64.0	ACDADACAACCDCACAABABBDBBABCBABAAADADABCBACAABABBCCCADADBBBBADCABCDDABBDCDACBBCDCDBADDDDDDDDCBDDBCCDAABAAABBABBACBBCDBCBDBDDBAABADACCDDACADBAABBCACCDBDABBDCDCCBBCDCABCDACDBBACBADADBDAABDADCABCAACADDBBB
B	AGNES BETANCOURT:	93.0	CCCDCCCABBBDBBDDACCBCBDADCCDCACBCBBBDCDADACDDCBACDDDCAAACCABCACCDCCCDDCBBDBABDCAAACDCADDAAACCABCCBBCBADDDAADDDDDDBBCDACBCBAACDCBCCBDBBCBBBADDAADBBACAABCDCDABAACCCDBDCCDACAACDBBABADACCCADDDADDADABABBAD
A	TRISHA GUEVARA:	54.0	ADABDBDCABBDDCBDCABCBABDADDBBDDCDBACBBBBDCACCDADCBCABCDBBBBADDABBCBCBACCDACBCBCCDAABCDABBCBABADCDADABBDDBCDDCBADDADBCCBDADDBBBDBAACCDDACAABADBADCCCBDBDAAABBCCCBDCCADABAADBBACBDDAAABDBDAABAABBBCBDDCBBB
B	LAVONNE PLACE:	75.5	CDDDBCAACBBABBAAACBBABCADBADABCBCBBBDCDCCCCDACBCCDDDCAAACADBCACCDCCDDDCBCDBBADCAABBDCADDAAADDABCDBBCAACCDABBDCDDDBBADADBABACCDCCCCCDDBCBBBADAAADACACAABCDBDABAAADCDBDCCDBCAACDBBABBDCCCDADBDCDCCDABADDAD
A	KAITLIN TYREE:	79.0	ADAADADDACCBCABACABCDAABBBDBBDCBDAADADBBCCAABDADDDCABCCCBACADDADCDDADDDCDACACCDDDBAADDACBDBCBDCDCBDAABAAADCABBCBBBCBCCBDADCDABBAAACBDDADAABABBBCACBDBBDBACCBCCBBADCABAAACDBCACACCADABAADDABAACABCCCBCDBB
B	JACKLYN LLOYD:	62.5	CCCDBCADBDADBCDDACCBADADDCCDACCDABBBDCDBDBDCACCCCBABCBBACCABCCCCDCCCBDADAABADACAAAADCCBDAAADCDDCDABCBACCCBADBDBBBDBCDACCADBBCDBDCBBDADABBCBBDCADABABBDBCAADABBACDCCBDDCDACADADBBABADACCCCDBDABDABABACBAD
A	JUANA GASTON:	79.0	ADDADADDDACBCACBCBCCBABBBBBDBBAADDADDBBBCCADBDADDBCABACBBACDDDABADDDABDCCADCCCADDBDADDACBDACCDCBDBDACBADACCACBBADACBCCBBBDCDDABAAACCDCADAABABBBCACCCBDDCBCCDCABBCDAABAABCDBDACDDDADADABDBACAACABACCDADBD
B	KAYLA HUEY:	90.0	CCCDCCAABBBDBBADACABABBDDCCDAACBCBBBDCDADACDACBCCDDDBAAACCABCBCCDCCCDDCBBDBABDCAAACDCADDAAADCAACCBDCBBCCDAADDDDDDBBCBACBCBABCDCCCCBDBBDBBBADBADDBBABAABDDADABAACDBDBDCCDACAACDBBDBBDACCCADDDBDDADDAACBAD
A	THOMAS ALBRECHT:	85.5	ADAADADDDACCCAABCBBABABBBBDDBBAADDADABAACCABBDADABCABCCCBACADDABCBDABBDCDACBCCACDBAADDACBDBABDCBDCDAABBDACCABBBBBACCCCBDBDDDDABAAACCDDADADBABBBCACCBBBDBAACCCABACDCAAACACDABACCDDADABDABBACAABABACCDDDBB
B	HARVEY COPLEY:	72.5	CCCDCDAADBBDBBADBCABABDADCCDBACDCABBDCADBCCDBCBCADCDDAAACCABBABCDCADCDCBBDBABDCAAACCDBDDAAABCAACDBBCCACBDBADBDDDDCBCDBCCABAADDCBCCCDBBABBBAAACAABBACADDCDADBBAACADCBDCCDACAACABBABDDABCCCDADBBADDABACBAD
A	JULIE MARSHALL:	70.5	DDAAACCDBCCDCAABCBBCCABBBBDBBBDADDADDDBCCCACCDADDBCADDADBACADCABCBDADDDBBACBCCACDADADDACBDBABBCBDCDADBDDBDCAABAABBCBCABDDADDCABAAABBDDADAAACBBBBACBBADDBACADCCBBCDCABAAACDDBAABACDCABAADDACCACBBACABDBBB
B	BRENDA GRUBER:	73.5	CCDBCAACBCCDABADABDBABDADBCDACDBCBDBDCCADAADACBCDDACCACBCCABCACCDCACDBDCBDBABDCAAACDCABDDAADABCCBBBCBABCCABDDDDBDBBCDDCBCBAABDCBCCBDBCACBBADDAADBBACAABADCDABAACDBDBDCBAACDACDBABBBDBDCDBDDDADDADABAABAD
A	AL YOCUM:	52.0	ADDADABDDACBCCCAABBABACBBDDDBACADDCCACBCADAABABBDDAABABCAACABDBBCDDCABCBACBDDCBDDAAADBCDCACCBADBDCDAABBDABCABDBBBDBCACBABBACADABAAADDDCBCACCBCBCACCBBBCAACCDCCBDCCADBBAACDCCAACABACCBADBAADAACABACCDDCBC
B	CHARMAINE BURNHAM:	64.5	CCDACDAABBCBABCACCBBABDADCCDCDCBCBBBACDCCADBAABCCDDDCCAACCABBBCCDDCCADBDBDBABCCCAAAACDDDCBADAABCCBDABCCCDAADDDCDDCDCDDCBDDACDBCCCCDDBBCBCDAAABCCBBAAAABCABDDAAABBCDBDCCDCCAACDBBABBBADCAAADBBDCADBBADAAD
A	MARJORIE HAN:	94.0	ADAADADDDACBCABBCBBCBABBBCDBBBAADDADADBBCCAABDADDBCADCCBBACADDABCBDACBDCDACBCCACDBACDDACCDBCCDCBDCDAABADADCABBACBACBCCBDBDCDDABAAACCDDADAABABBBCACCBBDDBACCDCCBBBDCABAACCDBAACADDADABADDDACAACABACCDDDBB
B	TASHA BUFORD:	64.5	CCADADDDBBCDBBADACCAABDADCCDAAABCDABACDBCACDACDACDDDDAACCCABDDCCACDCDACCBBDCBDCAAADDCAACBAADBBCCABCCCACCDCABDCDADCACDCCBCBAACACDCDBCBADBDBCDDACDBADCAABADADABCACBCDBCABDACDACDCADBCDCCCCADBDBDDCDABDCCAB
A	NINA STACY:	53.0	BDAAAADADACBCABBBBBDADBBABDDBBCADCDCABBACCBDDDACADCABBCDAAAABDBDBBDDBBDACDCCCCACDDBBCDADACCCCCCDDBDBCDDACDCDBBDDBACDCCBBBDCDCACBAAABBBADBABABBBCBCCBADDBABADCBDBACCAAAACABBBABDAAADCBADDBDADABADADDCBBBC
B	WAYNE MELENDEZ:	94.0	CCCDCCAABBBDBBADACCAABDADCCDAACBCBBBDCDADACDACBCDDDDCAAACCACCACCDCCCDDCCBDBABDCAAACDCADDAAADCABCCBBCBACCDACADDDDDBBCDACBCBAACDAACCBDBBCBBBACDAADBBACAABCDADABAACDCDBDCCDACAACDBBABBBACCCADDDDADADABACBAD
A	GRACIE MCLENDON:	76.0	DDDADADACDCBDABCBBBABABBBBBBBBAADDADABBBCDCABDACDBCABBCCBACADDABCBDBABACDACDACACDBDCDDABBDBCADABDCDACBADADCBBACBBADBCCBDBDCDCDBAAACCDCADAABDBBBBACCBADDBBCCDCCBBCDCBBAAADADBBCACDADACBADDACABCADACCDDDCB
B	KURTIS KETCHUM:	93.5	CDCDCCAABABDBBADACCBABDADCBDAACBCBBBDCDADACDACBCCDDDCAAACCABCACCACCCDDCBDDAABDCAAACDCADDAAADCABCCBBCBCCCDAADBDDDDBBCCACBCBAACDCBCCBDBBCBBAADDAADBBACAABDDADABAACACDBDCCDACAACDBBABBDACCCADDDBDAADABACBAD
A	MYRTLE GUERIN:	63.5	ADACCADDDACBCABCCBBCBCBCABDBBBCCADABABCCCCADBDADDDCACDBBBADAACABABBBCBCCCBCDBCACABAABDDDDDBABDCCDCCBAAACADBDBCAAAACBABBCBDCDDCCABACCDDAADABCDDCCABCBBDACBDCDCCBBCDCADADAADCBDCADDADCDADDCACABCABACADDDBB
B	GAVIN VASQUEZ:	77.0	CCDDACAABBBABBDDACCBABDADBCCADCCABBBCCBADBCCACBBACDDDACACCABCCCCDCCDDDCBBDBABDCCCAAACDDDAAADCABACBBCCBCCDAADCADBDABCDACBCCAACDCBCCBDBBCBBDADCAADBBACDABDDCDCBACCDADBACCDACBACDBBACBDADCCADDDBDDADABABBAD
A	PHOEBE KNIGHT:	78.5	ADAADADDDCCBCABBCABCCBBBBBDBBCADDDADABDACAACBDADCDCBDCCCBBCDCDBBCBDABBDCDACBACACDBABDDACCDBCBCCCDCDAABAAADCDBBABBACBCCBDDDCDDABAADAACDADAABABBCCACCABDDBBBBDCCBBCDCBBAAACDBBADADDADBAABDDACAACABCCCDDBBB
B	JEANNINE SANDER:	83.5	BCCDCCAABABDCBADACDBABDADCCDAABBCABBCCDADACDACBACDDDCAAACCBBCBCCDDCCDACBADBABDCAAACBCDDDBAADCABCCABCBACCDAADDDDDDBBCDACBDBAACDCBCCCDCBCBBAADBAADDBACABACDADABACCCCDBACBDACAACCBBABBDCCCCADDBBDDADABACBAB
A	MONICA FRANCE:	73.5	BDAAADDDDACBCABDCABCBADBBBDBBBBADDADBBBBCCADADAAABDCACDBBCDADDABCADABBBCDBCBCCABDCACDDABBDDCBDCBDCAABBADADCAABAABACBCCBDBCCDAADAACCBDDADDDADDBBCCCCABDADACBDACBBCDCBBAAACACBACADBADABAADDACADDABDCCDDDBB
B	SHANNON FRY:	80.5	CACDCCAABBBDBBCDAABBABBADCCDCAACCABBDADADADDAAABCBAACAAACCABAACCDCCCDDCCBDCACACAAACDCADDAAADCDBCCBBCBACCDADDADDDDBBCDACBCBABCCCBCDBBBDCBBBADDDADBBCDAABCDADABAACDCDBDDCDACCACDDBDBDBACCCADDDBDDADABACBAD
A	MARSHA WOODARD:	74.0	CAAADADDDCCACABBCDCCBABCCDDBBBACDDADABBBCCDDCDADCBCAACBBBACADBABCBDBBBBCDACBCCABDBACCDACBDBCBDCADCDAABCDBBCAABABBDCBCCBDBDBDDABAAACCDDAAAABABBADDDCBCDDBADDBCCBBCDCACAAACABBACACDBBABACDDACBACAACCCAABAC
B	RUSTY GILL:	59.0	DCCDCCAABCBCBDAAACDABBABDCADABCBDBBDDDDCABCDABCCCDADBACCCCCBDACCDCCCDDDBADDAAABACDCACCDDAACDBAAACABDBDCDDAADBDDDDBACDACBCBAACCBCDCDDDACBCADDDAADADACDADCABBABACBCCBDDCCDBCBCCDBBABAADCCCADDDBDBABDCBDDDD
A	WILMA WAKEFIELD:	88.0	ADAADBCBDACBCABBCBBCBABBBBDBBBAADDADABBBCCAABDADDBCBBCCDBACADDCBCBDABBDCDACBCCACDDAADDDCBDBCADCBDCDAABADADCABBABBACBCDBDDDDADABAAACCADADAABABBBBACABBADBBBCCCDBDCDCAAAAACDBBACADDADABAADDACAACABACCDDBBB
